代码,名称,层级,成本价,持仓量,买入日期
002709,天赐材料,观察,,,
300014,亿纬锂能,观察,,,
300037,新宙邦,观察,,,
300207,欣旺达,观察,,,
300750,宁德时代,观察,,,
